SR_NO,sentence_list,np_list,vp_list,ner_rich,label
1774,Data analytics can help reveal trends and metrics that would otherwise be lost among the masses of information,1,3,1,TRAIN
1775,Organizations are now starting to leverage descriptive diagnostic predictive and prescriptive analytics to address the growing needs and demands of their customer base,3,3,1,TRAIN
1776,The promise of artificial intelligence is exciting but before jumping in organizations need the right data literacy infrastructure and expertise,5,2,1,TRAIN
1777,This paper will also cover key competencies organizations need to get started with AI and how to progress from data collection exploration and analytics to artificial intelligence,5,2,1,TRAIN
1778,Finally this paper will help define meaningful and high value use cases with a structured framework to gather and align business technology and data requirements for a successful artificial intelligence implementation,10,2,1,TRAIN
1779,4 14Demystifying data science What is artificial intelligence and machine learning,4,1,1,TRAIN
1780,According to Gartner artificial intelligence will generate $2 9 trillion USD in business value and recover 6 2 billion hours of worker productivity by 2021 2 To realize the high growth potential and costs savings from analytics and AI technology we must demystify some key artificial intelligence machine learning and analytics concepts,11,6,1,TRAIN
1781,Simply put artificial intelligence systems automate and simplify tasks such as recognizing objects making sense of speech etc,3,4,1,TRAIN
1782,But how does that lead to learning how to drive a car,1,1,1,TRAIN
1783,A key concept of AI technology is the difference between learning and training,4,1,1,TRAIN
1784,Just as a human goes through the process of driver training to become proficient a computer learns from experience or more specifically data,5,1,1,TRAIN
1785,Once the system has data on good driving practices and the “rules of the road” it becomes intelligent enough to make decisions in the real world,5,3,1,TRAIN
1786,While there are more complexities in the learning management and monitoring of such technology and solutions this is the core of AI,4,1,1,TRAIN
1787,Deep learning Popular and powerful set of machine learning techniques which mimic the brain’s neuron activities called neural networks,4,3,1,TRAIN
1788,Machine learning Field of AI that learns from historical data towards an end goal outcome,2,3,1,TRAIN
1789,For example the customers likely to default on their home loan,4,0,0,TRAIN
1790,Artificial intelligence Computing systems capable of performing tasks that humans are very good at such as recognizing objects recognizing and making sense of speech self driving cars,3,4,1,TRAIN
1791,Source https www kdnuggets com 2018 11 an introduction ai html Machine learning a subset of artificial intelligence enables users to learn from historical data to achieve a desired outcome,5,4,1,TRAIN
1792,It powers targeted ads personalized content song recommendations predictive maintenance activities virtual assistants and more,2,2,1,TRAIN
1793,Machine learning can be broken down into two key phases learning and predicting,2,1,1,TRAIN
1794,In the learning phase certain statistical techniques or algorithms are applied to historical data and or previous business outcomes to generate a machine learning model,5,3,1,TRAIN
1795,A model can be thought of as a set of rules or instructions such as steps in a recipe that one must follow to make a business decision,4,3,1,TRAIN
1796,For example in order to approve a loan application a loan officer will consider income age net worth and many other factors before making a final decision,9,3,1,TRAIN
1797,Each attribute of the application is a rule or factor that the officer must evaluate to approve or reject the loan,6,2,1,TRAIN
1798,Machine learning techniques follow a similar methodology comparing various attributes historical decisions and the outcome of similar applicants to estimate the credit worthiness of the new applicant,4,5,1,TRAIN
1799,Just as a human goes through the process of driver training to become proficient a computer learns from experience or more specifically data,5,1,1,TRAIN
1800,Machine learning a subset of artificial intelligence enables users to learn from historical data to achieve a desired outcome,4,4,1,TRAIN
1801,It powers targeted ads personalized content song recommendations predictive maintenance activities virtual assistants and more,2,2,1,TRAIN
1802,Deep learning Machine learning Artificial intelligence Popular and powerful set of machine learning techniques which mimic the brain’s neuron activities called neural networks,5,3,1,TRAIN
1803,Field of AI that learns from historical data towards an end goal outcome,1,2,1,TRAIN
1804,For example the customers likely to default on their home loan,4,0,0,TRAIN
1805,Computing systems capable of performing tasks that humans are very good at such as recognizing objects recognizing and making sense of speech self driving cars,2,4,1,TRAIN
1806,5 14Demystifying data science In the predicting phase patterns identified during the learning phase are applied to new data or business processes to score or predict the likelihood of outcomes,4,5,1,TRAIN
1807,Scoring outcomes enables organizations to optimize resource allocation and decision making activities make more intelligent decisions and automate key business processes at scale,4,4,1,TRAIN
1808,Some key business questions that machine learning techniques can help answer include 1,3,3,1,TRAIN
1809,Will my customer purchase product X,3,0,0,TRAIN
1810,2,0,0,0,TRAIN
1811,Will my customer like a recommended song,2,1,1,TRAIN
1812,3,0,0,0,TRAIN
1813,Which of my customers are likely to switch to a competitor or cancel their contract,3,0,0,TRAIN
1814,4,0,0,0,TRAIN
1815,Of all recently submitted claims which ones are likely to require an additional fraud investigation unit review,4,2,1,TRAIN
1816,5,0,0,0,TRAIN
1817,Is this applicant likely to default on their car loan in the future,4,0,0,TRAIN
1818,What do algorithms do,1,0,0,TRAIN
1819,Task Main objective Insight result An algorithm is a step by step instruction set or formula for solving a problem or completing a task Minimize errors or some sort of “loss function” to attain the best approach to solve a task The algorithm learns from its mistakes errors finds the best approach and generates insights and rules that can be used to make predictions 1,12,9,1,TRAIN
1820,Take the chicken out 2,1,1,1,TRAIN
1821,Salt and season 3,1,0,0,TRAIN
1822,Bake it Minimize the number of things steps needed to take in order to serve the dish Learn from your mistakes the next time you attempt the recipe With the growth of data the invention of advanced algorithms and cheaper commodity hardware to process big data at scale deep learning a powerful set of machine learning techniques has become prominent in the industry,15,5,1,TRAIN
1823,Deep learning techniques mimic the brain’s neuron activities which is why they are also referred to as neural networks,4,2,1,TRAIN
1824,Some common applications include natural language processing image recognition realistic photo and video generation,7,1,1,TRAIN
1825,With the growth of data the invention of advanced algorithms and cheaper commodity hardware to process big data at scale deep learning a powerful set of machine learning techniques has become prominent in the industry,9,3,1,TRAIN
1826,Task An algorithm is a step by step instruction set or formula for solving a problem or completing a task 1,4,4,1,TRAIN
1827,Take the chicken out 2,1,1,1,TRAIN
1828,Salt and season 3,1,0,0,TRAIN
1829,Bake it Minimize errors or some sort of “loss function” to attain the best approach to solve a task Minimize the number of things steps needed to take in order to serve the dish The algorithm learns from its mistakes errors finds the best approach and generates insights and rules that can be used to make predictions Learn from your mistakes the next time you attempt the recipe Main objective Insight result Machine learning Recipe Analogy 6 14Demystifying data science How can an organization derive business value from AI and analytics,21,8,1,TRAIN
1830,There are some common questions organizations consider when appealing to their customer base Who are the customers,2,1,1,TRAIN
1831,What do they want,1,0,0,TRAIN
1832,How can the organization provide the best customer experience to gain a competitive advantage,6,0,0,TRAIN
1833,Data analytics help answer these business questions,1,2,1,TRAIN
1834,Data analytics is the science of analyzing raw data to draw conclusions from that information,2,1,1,TRAIN
1835,Data analytics techniques can reveal trends and metrics that would otherwise be lost in a mass of information,2,2,1,TRAIN
1836,This information can then be utilized to optimize processes to increase the overall efficiency of a business or system,5,2,1,TRAIN
1837,Data analytics techniques can be broken down into four main types based on the difficulty of analysis and business value,4,2,1,TRAIN
1838,a Descriptive analytics parses raw historical data and draws conclusion that help managers investors and others determine why business changes occurred,4,3,1,TRAIN
1839,b,1,0,0,TRAIN
1840,Diagnostic analytics provides an understanding of why events took place by examining data,1,3,1,TRAIN
1841,A type of advanced analytics techniques include data discovery and mining correlation analysis and drill down,6,2,1,TRAIN
1842,c Predictive analytics uses statistics and modeling to predict future behavior,2,2,1,TRAIN
1843,Using data patterns predictive analytics identifies when patterns are likely to reoccur to identify and prevent potential risks take advantage of future opportunities or advantageously reallocate resources,2,4,1,TRAIN
1844,d Prescriptive analytics uses machine learning to analyze raw data to help organizations make better decision and take a proper course of action,6,4,1,TRAIN
1845,Factoring in possible scenarios available resources past performance and current performance prescriptive analytics help determine the best course of action in a situation,5,3,1,TRAIN
1846,Data analytics techniques can be broken down into four main types based on the difficulty of analysis and business value a Descriptive analytics,5,2,1,TRAIN
1847,What happened,0,1,0,TRAIN
1848,b,1,0,0,TRAIN
1849,Diagnostic analytics,0,0,0,TRAIN
1850,Why did it happen,0,1,0,TRAIN
1851,c Predictive analytics,1,0,0,TRAIN
1852,What will happen,0,1,0,TRAIN
1853,d Prescriptive analytics,0,0,0,TRAIN
1854,How can we make it happen,1,1,1,TRAIN
1855,Business value Difficulty Predictive analytics What will happen,2,1,1,TRAIN
1856,Prescriptive analytics How can we make it happen,0,2,0,TRAIN
1857,Diagnostic analytics Why did it happen,0,1,0,TRAIN
1858,Descriptive analytics What happened,0,1,0,TRAIN
1859,7 14Demystifying data science What are the requirements for adopting AI,1,2,1,TRAIN
1860,This hierarchical pyramid explains the competencies every organization requires to ensure a successful AI implementation,3,3,1,TRAIN
1861,AI deep learning Machine learning and benchmarking A B testing experimentation BI or analytics Metrics segmentation aggregation data labelling Explore and transform Data preparation cleaning and exploratory data analysis Data flow Infrastructure pipelines ETL structured and unstructured data storage Data collection External data logging sensors user generated content AI deep learning Machine learning and benchmarking A B testing experimentation BI or analytics Metrics segmentation aggregation data labelling Explore and transform Data preparation cleaning and exploratory data analysis Data flow Infrastructure pipelines ETL structured and unstructured data storage Data collection External data logging sensors user generated content Data collection,14,6,1,TRAIN
1862,At the bottom of the pyramid is data collection,3,0,0,TRAIN
1863,At this stage the goal is to identify what data is needed and what is available,2,2,1,TRAIN
1864,If it is a user facing product are all relevant interactions logged,1,1,1,TRAIN
1865,If it is a sensor what data is coming through and how,1,1,1,TRAIN
1866,Without data no machine learning or AI solution can learn or predict outcomes,5,0,0,TRAIN
1867,Data flow,1,0,0,TRAIN
1868,Identify how the data flows through the system,2,0,0,TRAIN
1869,Is there a reliable stream ETL process established,2,1,1,TRAIN
1870,Where is the data stored and how easy is it to access and analyze,2,1,1,TRAIN
1871,Explore and transform,1,0,0,TRAIN
1872,Only when data is accessible can it be explored and transformed for modelling,1,1,1,TRAIN
1873,This stage is one of the most time consuming and underestimated of the data science project lifecycle,5,0,0,TRAIN
1874,It is at this stage that teams and organizations realize that they are missing data their machine sensors are unreliable they are not tracking relevant information about customers and other key issues,3,2,1,TRAIN
1875,It forces them to return to data collection and ensure the foundation is solid before moving forward,2,3,1,TRAIN
1876,“Not going to the top is like an insight engine working at half capacity not using all its potential ” 8 14Demystifying data science Business intelligence and analytics,6,3,1,TRAIN
1877,When teams can reliably explore and clean data organizations can start building what is traditionally thought of as business intelligence or analytics which includes defining key metrics to track identifying how seasonality impacts product sales and operations segmenting users based on demographic factors etc,5,7,1,TRAIN
1878,However as the goal is to build an artificial intelligence solution it is important to start thinking about the features or attributes to include in machine learning models what training data the machine will need to learn what to predict and automate and how to create the labels from which the machine will learn,10,5,1,TRAIN
1879,Label creation can be done automatically such as when the machine breaks down and it automatically registers an event in the back end system,5,1,1,TRAIN
1880,Or it can be done by introducing humans,1,1,1,TRAIN
1881,For example an engineer reports an issue when a machine part seems to be faulty during a routine inspection and the result is manually added to the data,6,3,1,TRAIN
1882,Machine learning and benchmarking,2,1,1,TRAIN
1883,Although there is sample data that can be used to make predictions work is not complete,3,1,1,TRAIN
1884,A B testing or experimentation framework needs to be in place to deploy models incrementally and avoid real world disasters,5,3,1,TRAIN
1885,Model validation and experimentation approaches provide a rough estimate of the effects of changes before practical implementation,4,1,1,TRAIN
1886,At this stage a very simple baseline or benchmark for performance tracking should be established,4,1,1,TRAIN
1887,An example fraud detection system includes monitoring high risk credit card transactions that were proved to be fraudulent and comparing them with the current operational performance of machine learning models to accurately detect fraud,10,4,1,TRAIN
1888,Artificial intelligence,1,0,0,TRAIN
1889,At this stage a team might be looking to make improvements in production,3,2,1,TRAIN
1890,This can be achieved by learning new methods and techniques in machine learning and deep learning to improve processes predictions outcomes and insights,2,3,1,TRAIN
1891,By leveraging advanced and new techniques teams can gain an Information Advantage from massive amounts of data explore and model it faster and build solutions such as voice assistants,2,3,1,TRAIN
1892,9 14Demystifying data science How can data science artificial intelligence and analytics help transform business processes,3,3,1,TRAIN
1893,Data science is a multi disciplinary field that uses scientific methods processes algorithms and systems to extract knowledge and insights from structured and unstructured data,2,2,1,TRAIN
1894,Because there are a number of different techniques and methodologies it is often difficult to narrow down the scope of how data science can impact business performance operations customer experience and costs,8,0,0,TRAIN
1895,Here are just a few ways data science can be leveraged,1,1,1,TRAIN
1896,Augment employee decisions with data driven insights and intelligence Utilize subject matter experts’ knowledge of how employees make business decisions and transform the steps into data point applying machine learning techniques to identify the decision making pattern from this historical data to predict future business outcomes,9,8,1,TRAIN
1897,Organizations can design an intelligent system that can handle complex requests or tasks provide intelligent best fit decisions for individual scenarios and empower employees to make decisions quickly and more effectively,2,5,1,TRAIN
1898,Some example uses include credit risk scoring automated underwriting wealth management fund assistants and customer service chatbots,10,3,1,TRAIN
1899,Automate and improve the efficiency of operations with intelligent data driven decisions Leverage AI and analytics techniques to drive operational efficiency,2,2,1,TRAIN
1900,By utilizing sensor information from machines machine learning can help predict when a specific machine is likely to require maintenance allowing technicians to be proactive rather than reactive in maintenance efforts,10,3,1,TRAIN
1901,Some AI applications in this context include predictive maintenance recommender systems robotic process automation and airline scheduling,6,2,1,TRAIN
1902,Apply data driven insights to make timely and consequential tactical and strategic decisions Better inform management and strategic decisions by leveraging machine learning and advanced analytics,4,2,1,TRAIN
1903,These tend to be ad hoc projects or solutions where the goal is to apply statistical techniques to gain key insights around business processes,5,1,1,TRAIN
1904,For example by measuring analytics related to cleanliness customer service overall satisfaction etc an amusement park operations manager can determine the likelihood of repeat customers identify key gaps in operations and better market the value of the park to the right demographics,12,4,1,TRAIN
1905,Personalize customer experiences Identify and recommend personalized products at scale with recommender systems,2,2,1,TRAIN
1906,The likes of Google Amazon Facebook and Apple have made personalization an expectation,2,1,1,TRAIN
1907,Recommender systems are one of the more popular examples of how machine learning can be leveraged to analyze data across millions of users to accomplish this,2,2,1,TRAIN
1908,By analyzing and tracking various customer touchpoints some retailers are now able to predict the likelihood of users buying future products,2,2,1,TRAIN
1909,It is important to note that machine learning solutions need not be 100 percent accurate to realize business value and ROI,5,2,1,TRAIN
1910,The goal should be to conduct data driven decision making at scale to reduce operational costs and optimize resources and targeting efforts,3,4,1,TRAIN
1911,10 14Demystifying data science Utilize data driven insights and intelligence to accelerate new product development Convert massive amounts of big data into meaningful and actionable insights,5,2,1,TRAIN
1912,Voice assistants autopilot features and smart home devices have become part of day to day life,5,2,1,TRAIN
1913,This new class of AI driven products are powered by machine learning and advanced analytics techniques allowing organizations and teams to better understand consumer needs and wants feature requests and usage patterns,4,4,1,TRAIN
1914,Common techniques and methodologies in machine learning Machine learning takes what comes naturally to humans and applies it at scale,2,3,1,TRAIN
1915,For example when machine learning reviews a loan application it can review 5 000 credit transactions three credit reports 10 incidents the five year income history of Joe Adams in seconds,7,3,1,TRAIN
1916,This would not be possible by a domain expert,2,0,0,TRAIN
1917,They simply do not have the capacity to reviews with the speed of a machine and provide a decision on his loan as soon as it is submitted,4,3,1,TRAIN
1918,Even if the expert is highly experienced and efficient it takes considerable time to review application details and there is still room for human error,6,2,1,TRAIN
1919,Machine learning uses past experience and trends in historical data related to customers in both good standing and those that defaulted on loans to make a decision,4,3,1,TRAIN
1920,With the combination of machine learning and good quality data organizations can quickly make unbiased data driven decisions at scale in seconds,3,2,1,TRAIN
1921,Machine learning offers various approaches to solve business problems,2,2,1,TRAIN
1922,The first approach is based on whether there is data related to the outcome of a process,2,1,1,TRAIN
1923,Did the machine stop working,3,0,0,TRAIN
1924,Did the customer leave,2,0,0,TRAIN
1925,Did the employee quit,2,0,0,TRAIN
1926,It is important to understand and model how behavior and fluctuations in data lead to a certain business outcome,4,1,1,TRAIN
1927,This type of machine learning is known as supervised learning,3,1,1,TRAIN
1928,Machine learning Unsupervised learning Supervised learning • Data does not contain a category response to predict • The goal here is to learn about the underlying structure or distribution of the data and discover inherent patterns from within it in order to draw inferences • We know the outcome response • Takes known set of input data and responses to it and trains a model to generate reasonable predictions for the response to new dataMachine learning Unsupervised learning • Data does not contain a category response to predict • The goal here is to learn about the underlying structure or distribution of the data and discover inherent patterns from within it in order to draw inferences Supervised learning • We know the outcome response • Takes known set of input data and responses to it and trains a model to generate reasonable predictions for the response to new data 11 14Demystifying data science If there is no response or category to predict the goal is to learn the underlying structure of the data and discover patterns to draw real world inferences,22,11,1,TRAIN
1929,For example unsupervised learning approaches are commonly used to segment customers based on demographic behavior and past product purchase history,5,3,1,TRAIN
1930,This allows an organization to learn more about their customers which products are frequently bought together and how different groups prefer certain services and products over others,2,2,1,TRAIN
1931,It may not immediately understand that Emily from Philadelphia falls within customer segment X but the organization can learn how many of its customers are similar to Emily based on behavior and consumption characteristics,4,4,1,TRAIN
1932,Are they active on mobile,1,0,0,TRAIN
1933,Do they use social media,1,0,0,TRAIN
1934,Do they visit retail stores for purchases,2,0,0,TRAIN
1935,Are they affluent,1,0,0,TRAIN
1936,These insights can allow organizations to make data driven decisions for future marketing campaigns product development etc,3,2,1,TRAIN
1937,Supervised learning Supervised learning can be broken down into two categories based on what it is trying to predict,2,3,1,TRAIN
1938,Supervised learning Classification categories Regression numbers Use if data can be tagged categorized or separated into specific groups or classes Use if the response being predicted is a real number Supervised learning Classification categories Regression numbers Use if data can be tagged categorized or separated into specific groups or classes Use if the response being predicted is a real number Classification algorithms or approaches are used when asking questions regarding categories,3,6,1,TRAIN
1939,Examples include • Will this customer switch to another competitor in the next month,4,1,1,TRAIN
1940,• Will this customer default in the next month six months or year,4,0,0,TRAIN
1941,• Is an email spam or genuine,3,0,0,TRAIN
1942,• Is this document for compliance legal or customer support,4,0,0,TRAIN
1943,Regression algorithms or approaches are used when asking questions with numerical outcomes • What will the temperature be at 6 00 pm today,4,1,1,TRAIN
1944,• In how many days will this machine stop working,3,0,0,TRAIN
1945,• What should be the price of a property based on size number of rooms and location,5,1,1,TRAIN
1946,• How many orders am I likely to receive in the next three months for my product,1,1,1,TRAIN
1947,12 14Demystifying data science Unsupervised learning There are multiple unsupervised learning approaches and techniques that can be utilized to gain meaningful insights,4,2,1,TRAIN
1948,One of the more popular techniques is clustering which groups things that are similar or have features in common,0,1,0,TRAIN
1949,Organizations use clustering techniques to answer business questions such as • How many distinct customer groups exist for my products,2,3,1,TRAIN
1950,Who belongs to which group,1,0,0,TRAIN
1951,• To which customer subgroups should I market my product and how should I target them,5,0,0,TRAIN
1952,What are the key characteristics of each group,1,0,0,TRAIN
1953,• How can I group my documents into distinct categories,1,0,0,TRAIN
1954,If a business is looking to answer questions around the identification of anomalies or rare behavior and occurrences anomaly detection techniques are utilized to identify unusual patterns that do not conform to expected behavior called outliers,4,5,1,TRAIN
1955,It has many applications in business from intrusion detection such as identifying strange patterns in network traffic to system health monitoring including spotting a malignant tumor in an MRI scan,11,2,1,TRAIN
1956,Some additional questions that can be answered using these techniques include • Given a massive database of financial data which transactions are suspicious and likely to be fraudulent,2,4,1,TRAIN
1957,• Given the huge number of container shipments arriving at a country’s ports every day which should be opened by customs to prevent smuggling terrorism etc,6,4,1,TRAIN
1958,• Given a log of all the traffic on a computer network which sessions represent attempted intrusions,4,2,1,TRAIN
1959,Association mining another set of techniques can help find correlations between different products or factors in an organization’s data,4,1,1,TRAIN
1960,For example if a customer purchases baby diapers he or she has a 60 percent chance of purchasing baby lotion within the next month,7,1,1,TRAIN
1961,By identifying such insights using association mining retailers can predict the need for new products and target customers with coupons and offers before the customer even realizes they are running out of baby lotion,5,5,1,TRAIN
1962,The most common application of association mining algorithms is in market basket analysis,5,1,1,TRAIN
1963,Unsupervised learning Clustering Anomaly detection Association mining Partition the data set into X groups so that records in the same group are similar to each other and records in different groups are dissimilar Identification of rare items events or observations which raise suspicion by differing significantly from the majority of the data Find frequent patterns correlations and associations among a set of items in relational and transaction databases U ns up er vi se d le ar ni ng Clustering Anomaly detection Association mining Partition the data set into X groups so that records in the same group are similar to each other and records in different groups are dissimilar Identification of rare items events or observations which raise suspicion by differing significantly from the majority of the data Find frequent patterns correlations and associations among a set of items in relational and transaction databases 13 14Demystifying data science Natural language processing NLP Natural language processing is a set of systematic processes for intelligently and efficiently analyzing understanding and deriving information from text data,19,7,1,TRAIN
1964,It can organize massive amounts of text data and perform numerous automated tasks such as automatic summarization machine translation named entity recognition relationship extraction sentiment analysis speech recognition and topic segmentation,12,2,1,TRAIN
1965,Key questions to ask and how to define high value use cases To identify meaningful and high value use cases for teams and organizations it is important to gather relevant information and requirements on three key pillars,5,1,1,TRAIN
1966,1 Business knowledge • What is the current business process,3,0,0,TRAIN
1967,How are things done currently,0,1,0,TRAIN
1968,Does someone manually identify which products to recommend to each customer,2,1,1,TRAIN
1969,Does someone manually review each loan application for fraud or risk,5,0,0,TRAIN
1970,Does an engineer manually inspect all machinery each week for failure,4,0,0,TRAIN
1971,Be as specific and detailed as possible in defining the current process,1,2,1,TRAIN
1972,• Define measurable goals and objectives,0,0,0,TRAIN
1973,Is it to replace or enhance an existing process,2,2,1,TRAIN
1974,Is it to increase revenue and conversions from product upsell and cross sell opportunities or to increase software subscriptions by three percent this quarter,7,2,1,TRAIN
1975,• What areas can be improved,0,1,0,TRAIN
1976,What is the business question to be answered with analytics,2,1,1,TRAIN
1977,Leverage subject matter experts to identify key pain points and gaps in the current business process,5,2,1,TRAIN
1978,Determine what part of the process can be enhanced,2,1,1,TRAIN
1979,Where can data driven insights be used,0,1,0,TRAIN
1980,Is the objective to speed up loan application processing,4,0,0,TRAIN
1981,Identify high risk transactions on credit cards,2,0,0,TRAIN
1982,Understand customers better,1,0,0,TRAIN
1983,Specify key challenges and areas for improvement,1,0,0,TRAIN
1984,2,0,0,0,TRAIN
1985,Solution vision • Why is it important to solve the current business problem use case,4,0,0,TRAIN
1986,Define what success would look like,1,1,1,TRAIN
1987,Specifically in order to execute a successful project what are the minimum requirements and success criteria,5,0,0,TRAIN
1988,• Define what decision or business process will be affected by the analytical solution,4,1,1,TRAIN
1989,Who will be affected by this tool,1,0,0,TRAIN
1990,Who are the users of this tool,1,0,0,TRAIN
1991,Will this impact the marketing department and analysts,3,0,0,TRAIN
1992,Will it impact planning and maintenance personnel,2,1,1,TRAIN
1993,Will it impact the claims processing unit of an insurance company that is responsible for mitigating fraud,5,2,1,TRAIN
1994,• How is the ROI of AI and analytics measured,0,1,0,TRAIN
1995,Is there any current method to track benchmark the performance of current business processes and outcomes,4,0,0,TRAIN
1996,3,0,0,0,TRAIN
1997,Data adequacy • What data is available,2,0,0,TRAIN
1998,Is it structured or unstructured,0,1,0,TRAIN
1999,Is there data relevant to answering the business problem,2,1,1,TRAIN
2000,Example Operational data is required to predict when a machine will fail,3,1,1,TRAIN
2001,• How much data does the organization have,1,0,0,TRAIN
2002,Where is the data stored,0,1,0,TRAIN
2003,• Is data readily accessible for analysis and modelling,3,0,0,TRAIN
2004,14 14 Copyright © 2021 Open Text,1,0,0,TRAIN
2005,All Rights Reserved,0,1,0,TRAIN
2006,Trademarks owned by Open Text,0,1,0,TRAIN
2007,For more information visit https www opentext com about copyright information • 23 04 21 17629 EN opentext com contact Use case evaluation worksheet Section 1 Business knowledge Section 2 Solution vision Section 3 Data adequacy Tips and tricks • Framing the right business question is key to success,18,2,1,TRAIN
2008,• Identify what success means and what the end solution will look like at the start,4,1,1,TRAIN
2009,• Remember that AI applications have a very different lifecycle—training testing modelling experimenting and creating,1,3,1,TRAIN
2010,• Start small start early,0,0,0,TRAIN
2011,• Iterate iterate iterate,1,0,0,TRAIN
2012,About OpenText OpenText The Information Company enables organizations to gain insight through market leading information management solutions on premises or in the cloud,4,3,1,TRAIN
2013,For more information about OpenText NASDAQ OTEX TSX OTEX visit opentext com,3,0,0,TRAIN
2014,Connect with us • OpenText CEO Mark Barrenechea’s blog • Twitter LinkedIn Learn more OpenText™ Magellan™ OpenText™ Magellan™ product overview OpenText AI white paper OpenText™ Magellan™ infographic Join the conversation Keep up to date Watch the videos 1 Forbes 5 Ways AI Is Transforming The Customer Experience April 16 2019,7,1,1,TRAIN
2015,2 Gartner Gartner Says AI Augmentation Will Create $2 9 Trillion of Business Value in 2021 August 5 2019,0,0,0,TRAIN
2016,Making Content Services Smarter Using NLP WHITE PAPER MAKING CONTENT SERVICES SMARTER USING NLP Abstract There is an exponential growth in unstructured content due to digitization IoT regulatory compliance etc,4,1,1,TRAIN
2017,Because of this growth organizations are facing challenges on how to capture ingest and manage huge volume of unstructured content effectively in Content Services platform,5,2,1,TRAIN
2018,Traditional approaches are becoming ineffective,1,1,1,TRAIN
2019,Need of the hour is to address these challenges differently and bring some “intelligence” so that Content Services platforms can manage the unstructured content smartly,5,3,1,TRAIN
2020,This paper discusses how Natural Language Processing NLP can make a difference in Content Services by addressing challenges which are being faced,2,4,1,TRAIN
2021,Here we will first introduce NLP and then briefly describe how NLP can be used in Content Services while capturing ingesting and managing,5,2,1,TRAIN
2022,1 1 What is NLP Natural language processing is a subfield of artificial intelligence dealing with the interactions between computers and human languages in particular on how to program computers to process and analyze large amounts of natural language data,5,3,1,TRAIN
2023,NLP includes text preprocessing sentence segmentation tokenization POS tagging Named Entity Recognition NER chunking parsing co reference resolution and text categorizer,8,3,1,TRAIN
2024,In this white paper we will focus on NER and categorizer,3,0,0,TRAIN
2025,1 1 1 Named Entity Recognition NER Named Entity Recognition is for identifying the entities in unstructured content,1,1,1,TRAIN
2026,Entities such as name person location time money are few of the common entities which can be extracted,5,1,1,TRAIN
2027,Apart from these models can be trained to extract business specific entities such as account number tax file number specific to the business,5,2,1,TRAIN
2028,Core capability of NER is classification and extraction of the named entities,3,1,1,TRAIN
2029,NER can extract static as well as dynamic entities,0,0,0,TRAIN
2030,1 1 2 Categorizer Core capability of categorizer is classification,3,0,0,TRAIN
2031,It helps in categorizing a chunk of unstructured text into predefined categories,2,2,1,TRAIN
2032,For example categorizer models can be used to categorize news articles into different genre sentiment analysis of messages identifying the custom document types for an organization etc,9,2,1,TRAIN
2033,using the predefined category phrases categorizer can best classify the content,4,1,1,TRAIN
2034,1 2 Terminology 1 2 1 Entity Entity is a singular identifiable and separate object,1,0,0,TRAIN
2035,For example name of a person organization city account number TFN number can be considered as an entity,6,2,1,TRAIN
2036,1 2 2 Entity Relationship The semantic relationship between two different entities are called as entity relationship,3,1,1,TRAIN
2037,For example relationship between a person name and an organization is “employed by”,5,1,1,TRAIN
2038,1 2 3 Annotation Annotation is a process in which the information of interest is tagged with an entity name,5,1,1,TRAIN
2039,For example John is tagged with the entity “person name”,3,1,1,TRAIN
2040,1 2 4 Labeled Content Labeled content is the content whose classification category and or entities are already known and which can serve as “training content” for training the AI models,5,2,1,TRAIN
2041,1 Natural Language Processing NLP External Document © 2019 Infosys Limited External Document © 2019 Infosys Limited 2 1 Content Capture Capturing content in digital format is one of the first steps in Content Services,2,2,1,TRAIN
2042,Along with the content information such as customer name zip code type of the document is also captured,8,1,1,TRAIN
2043,Current capture process is based on the location of the information,4,1,1,TRAIN
2044,In this process templates are To implement the information extraction as a first step AI model needs to be trained,5,2,1,TRAIN
2045,NLP engines accepts annotated text files as training data set,1,2,1,TRAIN
2046,Once the information in text document or labeled content is annotated it can be used to train NLP engine,5,2,1,TRAIN
2047,More the number of annotated fed to capture tool and the tool is trained to extract information from a particular location for that template,6,2,1,TRAIN
2048,This location based information extraction is no longer productive due to huge variation in content layouts,5,1,1,TRAIN
2049,This issue can be solved by context based extraction,2,2,1,TRAIN
2050,Using NLP an AI model can files accommodating variations in the interested information more will be the accuracy of the AI model,3,2,1,TRAIN
2051,Once the AI model is trained it can be used to capture the information from new or unseen documents,3,2,1,TRAIN
2052,The new or unseen be trained which can then be used for extraction,1,1,1,TRAIN
2053,This process is also called as Cognitive Capture,2,1,1,TRAIN
2054,Extracted information then can be directly tagged to the content while saving into the Content Services or it can be used for verification during straight through processing etc,3,4,1,TRAIN
2055,documents may need to be OCRed if required,0,2,0,TRAIN
2056,Capture process implemented using NLP will not depend on layout of the content and still be able to capture appropriate information even if there is change in the layout as long as the information is in the same context,10,1,1,TRAIN
2057,2 How NLP Can Make Content Services Smarter External Document © 2019 Infosys Limited External Document © 2019 Infosys Limited 2 1 1 Implementation Scenarios Below described are the some of the different implementation scenarios in the context of cognitive capture 2 1 1 1 Extracting metadata while Capture Captured information can be tagged to the content while saving into Content Services,6,5,1,TRAIN
2058,The tagged information will give identity to the content which helps in locating and reusing the content,4,2,1,TRAIN
